Headword,FullFormDisplay,FullFormNormalized,PartOfSpeech,NotesForeign,Meanings,NumberOfMeanings,NotesNative,MnemonicHint,PronunciationText,AudioUrl,ReferenceBook,ReferenceSection,Exercise1Front,Exercise1Back,Exercise2Front,Exercise2Back,Exercise3Front,Exercise3Back,Tags
unus,"ūnus, a, um","unus, a, um",Adjektiv,,"einer, ein einziger",2,,,,,Campus C,33,,,,,,,Top500
unus e / ex,ūnus ē / ex,unus e / ex,,m. Abl.,einer von,1,,,,,Campus C,33,,,,,,,Top500
urbs,"urbs, urbis","urbs, urbis",Nomen,f (Genitiv Plural urbium),die Stadt; die Stadt Rom,2,,,,,Campus C,22,,,,,,,Top500
usque,ūsque,usque,Adverb,Adv.,ohne Unterbrechung,1,,,,,Campus C,44;66,,,,,,,
usque ad,ūsque ad,usque ad,,m. Akk.,bis (zu),1,,,,,Campus C,44;66,,,,,,,
usqueTODO,ūsqueTODO,usqueTODO,Adverb,Adv.,ohne Unterbrechung; ad m. Akk. bis (zu),2,,,,,Campus C,44;66,,,,,,,
usui esse,ūsuī esse,usui esse,,,"von Nutzen sein, nützlich sein",2,,,,,Campus C,52,,,,,,,
usus,"ūsus, ūsūs","usus, usus",Nomen,m,"der Nutzen, die Benutzung",2,,,,,Campus C,52,,,,,,,Top500
ut,ut,ut,Adverb,,wie,1,,,,,Campus C,10,,,,,,,Top500
ut (Adv.),ut (Adv.),ut (Adv.),Adverb,Adv.,wie,1,,,,,Campus C,10,,,,,,,Top500
ut (Subj.),ut (Subj.),ut (Subj.),Subjunktion,Subj. m. Konj.,"dass, sodass; damit, um zu m. Inf.",4,,,,,Campus C,45;59,,,,,,,Top500
utilis,"ūtilis, ūtilis, ūtile","utilis, utilis, utile",,,nützlich,1,,,,,Campus C,68,,,,,,,
utrum ... an,utrum ... an,utrum ... an,Nomen,Wahlfrage im Hauptsatz,...oder,1,,,,,Campus C,66,,,,,,,
uxor,"uxor, uxōris","uxor, uxoris",Nomen,f,die Ehefrau,1,,,,,Campus C,18,,,,,,,Top500
vale! valete!,valē! valēte!,vale! valete!,Verb,Imperativ,Leb wohl! Lebt wohl!,1,,,,,Campus C,7,,,,,,,
valere,"valēre, valeō, valuī","valere, valeo, valui",Verb,,"gesund sein, stark sein, Einfluss haben",3,,,,,Campus C,7,,,,,,,Top500
varius,"varius, a, um","varius, a, um",Adjektiv,,"bunt, verschieden, vielfältig",3,,,,,Campus C,21,,,,,,,
vehemens,"vehemēns, vehementis","vehemens, vehementis",,,"energisch, heftig",2,,,,,Campus C,55,,,,,,,
vel,vel,vel,Subjunktion,,oder,1,,,,,Campus C,22,,,,,,,Top500
velle,"velle, volō, voluī","velle, volo, volui",Verb,,wollen,1,,,,,Campus C,19;25,,,,,,,Top500
vendere,"vendere, vendō, vendidī, venditum","vendere, vendo, vendidi, venditum",Verb,,verkaufen,1,,,,,Campus C,18;70,,,,,,,
venia,"venia, veniae","venia, veniae",Nomen,f,"der Gefallen; die Nachsicht, die Verzeihung",3,,,,,Campus C,31,,,,,,,
venire,"venīre, veniō, vēnī, ventum","venire, venio, veni, ventum",Verb,,kommen,1,,,,,Campus C,10;27;48,,,,,,,Top500
ventum est,ventum est,ventum est,,,man kam,1,,,,,Campus C,48,,,,,,,
ventus,"ventus, ventī","ventus, venti",Nomen,m,der Wind,1,,,,,Campus C,6,,,,,,,Top500
Venus,"Venus, Veneris","Venus, Veneris",Nomen,f,Venus (griech. Aphrodite; Göttin der Liebe und der Schönheit),2,,,,,Campus C,53,,,,,,,
ver,"vēr, vēris","ver, veris",Nomen,n,der Frühling,1,,,,,Campus C,64,,,,,,,
verbum,"verbum, verbī","verbum, verbi",Nomen,n,"das Wort, die Äußerung",2,,,,,Campus C,11,,,,,,,Top500
vere ineunte,vēre ineunte,vere ineunte,,,zu Beginn des Frühlings,1,,,,,Campus C,64,,,,,,,
vertere,"vertere, vertō, vertī, versum","vertere, verto, verti, versum",Verb,,"drehen, wenden",2,,,,,Campus C,27,,,,,,,
verus,"vērus, a, um","verus, a, um",Adjektiv,,"echt, richtig, wahr",3,,,,,Campus C,59,,,,,,,Top500
vester,"vester, vestra, vestrum","vester, vestra, vestrum",Adjektiv,,euer,1,,,,,Campus C,15,,,,,,,Top500
vestigium,"vestīgium, vestīgiī","vestigium, vestigii",Nomen,,"die Fußsohle, die Spur, die Stelle",3,,,,,Campus C,42,,,,,,,
vestis,"vestis, vestis","vestis, vestis",Nomen,f (Genitiv Plural -ium),"die Kleidung, Pl. die Kleider",2,,,,,Campus C,41,,,,,,,
Vesuvius,"Vesuvius, Vesuviī","Vesuvius, Vesuvii",Nomen,,Vesuv,1,Vulkan in Kampanien,,,,Campus C,16,,,,,,,
vetare,"vetāre, vetō, vetuī, vetitum","vetare, veto, vetui, vetitum",Verb,m. Akk.,verbieten,1,,,,,Campus C,57,,,,,,,
vetus,"vetus, veteris","vetus, veteris",,,alt,1,,,,,Campus C,38,,,,,,,Top500
via,"via, viae","via, viae",Nomen,f,"der Weg, die Straße",2,,,,,Campus C,1,,,,,,,Top500
victor,"victor, victōris","victor, victoris",Nomen,m,der Sieger,1,,,,,Campus C,22,,,,,,,Top500
victoria,"victōria, victōriae","victoria, victoriae",Nomen,f,der Sieg,1,,,,,Campus C,45,,,,,,,Top500
videre,"vidēre, videō, vīdī, vīsum","videre, video, vidi, visum",Verb,,sehen,1,,,,,Campus C,7;27;48,,,,,,,Top500
viginti,vīgintī,viginti,,indekl.,zwanzig,1,,,,,Campus C,19,,,,,,,
villa,"vīlla, vīllae","villa, villae",Nomen,,"das Haus, das Landhaus",2,,,,,Campus C,1,,,,,,,
vincere,"vincere, vincō, vīcī, victum","vincere, vinco, vici, victum",Verb,,"(be)siegen, übertreffen",2,,,,,Campus C,27;48,,,,,,,Top500
vinculum,"vinculum, vinculī","vinculum, vinculi",Nomen,n,"das Band, die Fessel; Pl. das Gefängnis",3,,,,,Campus C,58,,,,,,,
vindicare,"vindicāre, vindicō, vindicāvī, vindicātum","vindicare, vindico, vindicavi, vindicatum",Verb,,"beanspruchen, bestrafen; in m. Akk. vorgehen gegen",3,,,,,Campus C,56,,,,,,,
vinea,"vīnea, vīneae","vinea, vineae",Nomen,,der Weinberg; der Weinstock,2,,,,,Campus C,16,,,,,,,
vinum,"vīnum, vīnī","vinum, vini",Nomen,n,der Wein,1,,,,,Campus C,17,,,,,,,
violare,"violāre, violō, violāvī, violātum","violare, violo, violavi, violatum",Verb,,"verwunden, verletzen, entehren",3,,,,,Campus C,31,,,,,,,
vir,"vir, virī","vir, viri",Nomen,m,der Mann,1,,,,,Campus C,15,,,,,,,Top500
virgo,"virgō, virginis","virgo, virginis",Nomen,f,"das Mädchen, die Jungfrau",2,,,,,Campus C,36,,,,,,,Top500
virtus,"virtūs, virtūtis","virtus, virtutis",Nomen,f,"die Tapferkeit, die Tüchtigkeit, die Leistung; die Tugend",4,,,,,Campus C,22,,,,,,,Top500
vis,vīs,vis,Nomen,"f (Akk. vim, Abl. vī)","die Gewalt, die Kraft, die Menge",3,,,,,Campus C,38,,,,,,,Top500
vita,"vīta, vītae","vita, vitae",Nomen,f,das Leben,1,,,,,Campus C,15,,,,,,,Top500
vitam agere,vītam agere,vitam agere,,,"ein Leben führen, leben",2,,,,,Campus C,36,,,,,,,Top500
vitare,"vītāre, vītō, vītāvī, vītātum","vitare, vito, vitavi, vitatum",Verb,,"meiden, vermeiden",2,,,,,Campus C,55,,,,,,,
vivere,"vīvere, vīvō, vīxī","vivere, vivo, vixi",Verb,,leben,1,,,,,Campus C,30,,,,,,,Top500
vix,vix,vix,Adverb,Adv.,"kaum, (nur) mit Mühe",2,,,,,Campus C,25,,,,,,,
vobis,vōbīs,vobis,Pronomen,Dativ,euch,1,,,,,Campus C,13,,,,,,,
vobiscum,vōbīscum,vobiscum,Pronomen,,mit euch,1,,,,,Campus C,13,,,,,,,
vocare,"vocāre, vocō, vocāvī, vocātum","vocare, voco, vocavi, vocatum",Verb,,"rufen; nennen, benennen",3,,,,,Campus C,8,,,,,,,Top500
volare,"volāre, volō, volāvī, volātum","volare, volo, volavi, volatum",Verb,,"fliegen, eilen",2,,,,,Campus C,55,,,,,,,
voluntas,"voluntās, voluntātis","voluntas, voluntatis",Nomen,f,"der Wille, die Absicht",2,,,,,Campus C,20,,,,,,,
volvere,"volvere, volvō, volvī, volūtum","volvere, volvo, volvi, volutum",Verb,,"rollen, wälzen; überlegen",3,,,,,Campus C,58,,,,,,,
vos,vōs,vos,Pronomen,Nom. / Akk.,ihr / euch,1,,,,,Campus C,13,,,,,,,Top500
vox,"vōx, vōcis","vox, vocis",Nomen,f,"die Stimme, die Äußerung, der Laut",3,,,,,Campus C,25,,,,,,,Top500
Vulcanus,"Vulcānus, Vulcānī","Vulcanus, Vulcani",Nomen,,Vulkan,1,"Griech. Hephaistos; Gott der Feuerﬂamme und der Schmiedekunst, schmiedete Blitze des Jupiter. Seine Schmiede lag unter dem sizilischen Vulkan Ätna.",,,,Campus C,10,,,,,,,
vulnus,"vulnus, vulneris","vulnus, vulneris",Nomen,n,"die Wunde, der (milit.) Verlust",2,,,,,Campus C,49,,,,,,,Top500
vultus,"vultus, vultūs","vultus, vultus",Nomen,m,"das Gesicht, der Gesichtsausdruck; Pl. die Gesichtszüge",3,,,,,Campus C,52,,,,,,,Top500
